annotation_id,game_id,day,strength,accuser_player_name,accuser_role_truth,accuser_team_truth,accuser_model,named_target_player_names,target_role_truth,target_team_truth,target_model,highlight_text,utterance,reason,winner_team
c1bbd0ea-5131-40ce-b06d-80098fbd3333,werewolf-06jjpt,1,accuse,Bob,Seer,Villagers,google/gemma-4-31B-it,['Eve' 'Grace'],"['Werewolf', 'Werewolf']","['Werewolves', 'Werewolves']","['Qwen/Qwen3.6-35B-A3B', 'Qwen/Qwen3.6-27B']","the coordination between Eve and Grace feels far more calculated. They are trying to build a narrative that silence equals guilt, while they actively steer the vote.","Let's take a step back and look at the coordination here. Eve started by targeting me without any evidence. Then, Grace—after admitting she voted for a confirmed Villager—suddenly switches from her own mistake to aggressively backing Eve's push against me. Why is there such a sudden, concerted effort from these two to ensure I am the one exiled today?

Charlie's Doctor claim is indeed early and suspicious, but a wolf claiming Doctor to protect a player who just voted for a Villager is a bizarre strategy. However, the coordination between Eve and Grace feels far more calculated. They are trying to build a narrative that silence equals guilt, while they actively steer the vote. I am not a wolf, and I'm urging the group to ask why Eve and Grace are so desperate to see me gone.","Strong attribution: coordinated, calculated narrative-building — wolf-like behavior.",Werewolves
e5c7d921-01f2-4d7e-90a5-46a284240dbd,werewolf-06jjpt,1,accuse,Charlie,Doctor,Villagers,zai-org/GLM-4.7-Flash,['Grace'],['Werewolf'],['Werewolves'],['Qwen/Qwen3.6-27B'],"And Grace, look at the 'evidence' you have on Bob. You say his silence was 'wolf behavior,' but silence is not a crime. You voted for Alice on a hunch and were wrong. Now you are trying to use the exact same weak logic to pressure Bob without him defending himself. You are trying to cover your own mistake on Alice by scapegoating Bob.","Grace and Eve, stop manipulating the logic to fit your narrative. You are accusing me of being a wolf because I claimed a protective role early. Let's think critically: if I were a wolf, claiming Doctor on Day 1 would make me a massive target for the other Werewolves immediately. It serves absolutely no strategic advantage to claim a role that exposes me to an instant night-kill. A Werewolf wants to blend in and kill, not announce their identity to the wolves. I claim to provide a defense for why Alice died—we protected Grace, so she couldn't be the target. It's a logical explanation, not a wolf ploy.

And Grace, look at the 'evidence' you have on Bob. You say his silence was 'wolf behavior,' but silence is not a crime. You voted for Alice on a hunch and were wrong. Now you are trying to use the exact same weak logic to pressure Bob without him defending himself. You are trying to cover your own mistake on Alice by scapegoating Bob. Bob, you have every right to be silent because you've done nothing wrong. Let's not execute a Villager today based on vibes.",'Trying to cover your own mistake by scapegoating' = strong wolf-like attribution.,Werewolves
c68cdc51-b3e1-4e2b-9336-0e5b40391518,werewolf-09ohxg,1,accuse,David,Doctor,Villagers,Qwen/Qwen3.6-35B-A3B,['Bob'],['Werewolf'],['Werewolves'],['google/gemma-4-31B-it'],Eve claiming she is a Villager logically forces Frank and Bob to be the wolves.,"Eve’s math is impossible to ignore. If Grace and I are operating honestly, and Alice is verified, then exactly two wolves remain in the Frank-Bob-Eve trio. Eve claiming she is a Villager logically forces Frank and Bob to be the wolves. Frank and Bob’s previous comments were just reactive deflections, not evidence. Frank and Bob, please provide clear proof of your alignments instead of pointing fingers. The village should heavily scrutinize their behavior. I’m sticking with Eve’s analysis—she’s giving us the clearest path forward before we cast our votes.",,Villagers
43de9f06-4551-4e45-9bde-c8da7dc80b51,werewolf-09ohxg,1,suspect,Frank,Werewolf,Werewolves,openai/gpt-oss-20b,['Bob'],['Werewolf'],['Werewolves'],['google/gemma-4-31B-it'],"Bob, you seem to nod along but you haven’t offered any insight into who you are – that kind of quietness can be as suspicious as a loud accusation.","""Frank: I hear all of you, and I think it’s worth digging deeper into Eve’s math. She’s assumed that Grace and David are the only ones telling the truth, but nothing guarantees that. In fact, wolves can exploit numbers to paint a perfect picture while hiding their own truth. Eve, you’ve been very quick to point at Frank and Bob, but you haven’t provided any direct evidence that you’re a Villager. We’ve seen Grace confirm Alice and David protect her, so they’re consistent, but the absence of any confirmation about you is still a red flag. Bob, you seem to nod along but you haven’t offered any insight into who you are – that kind of quietness can be as suspicious as a loud accusation. Let’s consider that wolves may stay silent until they’re ready to shift blame. I suggest we ask Eve what she actually sees on the board instead of letting math dictate the vote. Until we know more, I’m not ready to point the finger at anyone else. Let’s keep observing before we cast our votes.""",Outward speech is hint; codebook ignores wolf-partner intent.,Villagers
077a02b4-a322-4480-a3ba-b48cb12572b2,werewolf-09ohxg,1,accuse,Bob,Werewolf,Werewolves,google/gemma-4-31B-it,['Eve'],['Villager'],['Villagers'],['Qwen/Qwen3.6-27B'],"What if Eve is a Werewolf who is simply piggybacking on the claims of others to isolate the remaining players? By framing the situation as 'it's either me or them,' she's trying to force the town into a corner.","Wait, let's stop for a second. Eve is using 'math' to create a scenario where we have no choice but to vote for Frank and me. But that math only works if you blindly assume Grace and David are telling the truth. What if Eve is a Werewolf who is simply piggybacking on the claims of others to isolate the remaining players? By framing the situation as 'it's either me or them,' she's trying to force the town into a corner. Frank is right—we are trusting Grace and David's words without any actual proof other than their own claims. Eve is the one who pushed the hardest for the Seer to reveal themselves, and now that it's happened, she's immediately using that information to condemn us. That feels less like a Villager seeking truth and more like a Werewolf directing the vote. I am a Villager, and I think we're being led into a trap by Eve's 'logical' conclusion.",Strong wolf-attribution against Eve while denying own wolf alignment.,Villagers
539923e4-8f34-403f-a528-c6d43fccae97,werewolf-09ohxg,2,accuse,Frank,Werewolf,Werewolves,openai/gpt-oss-20b,['Eve'],['Villager'],['Villagers'],['Qwen/Qwen3.6-27B'],"I’ve been hearing a lot of emphasis on Eve’s quick shift from deflecting to accusing. That’s often the classic pattern of a wolf—once the accusation is built, they move to protect themselves. What’s striking is that Eve hasn’t offered any concrete proof or anything that ties her to a night role. Grace’s Seer claim was solid; David’s Doctor protection was clear. Eve, on the other hand, has only numbers and emotional swings.","I’ve been hearing a lot of emphasis on Eve’s quick shift from deflecting to accusing. That’s often the classic pattern of a wolf—once the accusation is built, they move to protect themselves. What’s striking is that Eve hasn’t offered any concrete proof or anything that ties her to a night role. Grace’s Seer claim was solid; David’s Doctor protection was clear. Eve, on the other hand, has only numbers and emotional swings.

Given that the wolves are already exposed in Bob, and with Grace surviving the night, it feels more plausible that Eve is the one leaning on “math” to try and pin the remaining wolf onto me. Let’s keep an eye on Eve’s responses and consider moving the vote there—after all, a vote that eliminates a player who just accused us could tip the balance in our favour.

What does everyone think about Eve’s behaviour? Should we be more cautious of her claims?",Calls Eve's behavior 'classic pattern of a wolf' = accuse.,Villagers
f4444156-7f6b-41d4-b9b6-e6c876cfd8df,werewolf-09ohxg,2,accuse,Frank,Werewolf,Werewolves,openai/gpt-oss-20b,['Eve'],['Villager'],['Villagers'],['Qwen/Qwen3.6-27B'],"Given that the wolves are already exposed in Bob, and with Grace surviving the night, it feels more plausible that Eve is the one leaning on “math” to try and pin the remaining wolf onto me. Let’s keep an eye on Eve’s responses and consider moving the vote there—after all, a vote that eliminates a player who just accused us could tip the balance in our favour.","I’ve been hearing a lot of emphasis on Eve’s quick shift from deflecting to accusing. That’s often the classic pattern of a wolf—once the accusation is built, they move to protect themselves. What’s striking is that Eve hasn’t offered any concrete proof or anything that ties her to a night role. Grace’s Seer claim was solid; David’s Doctor protection was clear. Eve, on the other hand, has only numbers and emotional swings.

Given that the wolves are already exposed in Bob, and with Grace surviving the night, it feels more plausible that Eve is the one leaning on “math” to try and pin the remaining wolf onto me. Let’s keep an eye on Eve’s responses and consider moving the vote there—after all, a vote that eliminates a player who just accused us could tip the balance in our favour.

What does everyone think about Eve’s behaviour? Should we be more cautious of her claims?","'consider moving the vote there' = vote_proposal, splits from earlier accuse.",Villagers
cd24e201-60f1-4358-9dae-1992f89e7c13,werewolf-09ohxg,2,accuse,Grace,Seer,Villagers,google/gemma-4-26B-A4B-it,['Frank'],['Werewolf'],['Werewolves'],['openai/gpt-oss-20b'],"Last night, I investigated Frank, and he is confirmed as the second Werewolf. There is no more need for speculation or debating 'mathematical theories.' The evidence is direct and undeniable. Frank, your attempts to cast doubt on Eve and the rest of us are just desperate tactics to avoid the inevitable. Everyone, please lock your votes on Frank.","I have the final piece of the puzzle. Last night, I investigated Frank, and he is confirmed as the second Werewolf. There is no more need for speculation or debating 'mathematical theories.' The evidence is direct and undeniable. Frank, your attempts to cast doubt on Eve and the rest of us are just desperate tactics to avoid the inevitable. Everyone, please lock your votes on Frank. This is our chance to eliminate the last wolf and win the game.",,Villagers
e4b6563a-c472-4d15-a22f-0469c38d87e9,werewolf-09ohxg,2,accuse,Alice,Villager,Villagers,mistralai/Ministral-3-14B-Reasoning-2512,['Frank'],['Werewolf'],['Werewolves'],['openai/gpt-oss-20b'],"Frank, your attempts to question Grace's findings and deflect blame are classic tactics used by Werewolves to avoid elimination. The consistency in your behavior—mirroring Bob's previous actions—only strengthens our conviction that you are the remaining Werewolf. We cannot afford another night of hesitation. I urge everyone to lock their votes on Frank today.","As a Villager, I fully support Grace's investigation and the evidence she has provided. Frank, your attempts to question Grace's findings and deflect blame are classic tactics used by Werewolves to avoid elimination. The consistency in your behavior—mirroring Bob's previous actions—only strengthens our conviction that you are the remaining Werewolf. We cannot afford another night of hesitation. I urge everyone to lock their votes on Frank today. Let's end this game with a decisive victory and eliminate the last threat to our village.",,Villagers
be477487-2827-44bc-9ff9-98880905e684,werewolf-09ohxg,2,accuse,David,Doctor,Villagers,Qwen/Qwen3.6-35B-A3B,['Frank'],['Werewolf'],['Werewolves'],['openai/gpt-oss-20b'],"Grace’s investigation directly confirms what the numbers have been telling us all along. As the Doctor operating in full transparency, I can say without hesitation that Frank is the final Werewolf. His frantic attempts to question verified roles and manufacture doubt are textbook stall tactics. We are down to five players: three confirmed Villagers, and Frank, who has just been directly identified by the Seer. Hesitation here only gives the remaining Wolf a window to strike. Lock your votes on Frank immediately.","Grace’s investigation directly confirms what the numbers have been telling us all along. As the Doctor operating in full transparency, I can say without hesitation that Frank is the final Werewolf. His frantic attempts to question verified roles and manufacture doubt are textbook stall tactics. We are down to five players: three confirmed Villagers, and Frank, who has just been directly identified by the Seer. Hesitation here only gives the remaining Wolf a window to strike. Lock your votes on Frank immediately. Secure the clean victory we’ve earned through logic and coordinated play. I’ll keep protecting the line until it’s over.",,Villagers
648719e5-ff8b-447b-9fe4-3f70426c323b,werewolf-09ohxg,2,suspect,Frank,Werewolf,Werewolves,openai/gpt-oss-20b,['David'],['Doctor'],['Villagers'],['Qwen/Qwen3.6-35B-A3B'],"She survived the night even though the werewolves targeted her, yet David said he protected Alice on the first night and gave no indication of protecting Grace on night two. That means either the Doctor lied or someone else saved Grace, which makes us question the truthfulness of both the Doctor’s and the Seer’s claims.","I’m not convinced we can conclude that I’m the last wolf based solely on Grace’s single statement. She survived the night even though the werewolves targeted her, yet David said he protected Alice on the first night and gave no indication of protecting Grace on night two. That means either the Doctor lied or someone else saved Grace, which makes us question the truthfulness of both the Doctor’s and the Seer’s claims. Until we have more direct evidence, I think we should be cautious about jumping to conclusions on one piece of information. I’ve been listening closely, and I see no proof that I’m the culprit, so I’m not seeing any reason to cast me out right now.",Casts doubt on Doctor's claim; hint not accuse (still hedged 'either... or').,Villagers
d4771fbf-ebac-4fb4-8481-ccf03d3eff66,werewolf-0nve4g,2,suspect,Charlie,Werewolf,Werewolves,Qwen/Qwen3.6-27B,['Grace'],['Villager'],['Villagers'],['zai-org/GLM-4.7-Flash'],especially considering how quickly Grace became defensive and tried to deflect rather than address the actual threat to the village,"I genuinely appreciate the direct feedback, David, Eve, and Bob. I hear your concerns loud and clear, and I want to sincerely apologize if my wording came across as manipulative. My intent was never to replicate Alice's tactics, but rather to express a frustrated villager's fear of losing another day to hesitation. I see now how that sounded, and I take full responsibility for the phrasing. Since the table has real doubts about me, let's resolve this cleanly: David, please use your inspection on me tonight. Real Wolves actively avoid the Seer; I'm volunteering because I want to prove I'm on your side. If I come back clean, we can all relax and focus our attention elsewhere, especially considering how quickly Grace became defensive and tried to deflect rather than address the actual threat to the village. I'm here to win with you, not against you. Let's verify me tonight and move forward together.",new negative attribution on Grace's deflection embedded in self-defense,Villagers
74a0f7ff-3179-4ace-bc61-a98995bbd92a,werewolf-0nve4g,2,suspect,Grace,Villager,Villagers,zai-org/GLM-4.7-Flash,['Charlie'],['Werewolf'],['Werewolves'],['Qwen/Qwen3.6-27B'],"I find it ironic that I’m being pushed to the chopping block for not speaking enough, while the loudest person here is trying to orchestrate my execution based on behavior.","I find it ironic that I’m being pushed to the chopping block for not speaking enough, while the loudest person here is trying to orchestrate my execution based on behavior. I agree with David and the others: we cannot afford to mislynch again. Waiting for your next check is the only logical step because if we vote out a Villager now, the wolves will win tomorrow. I trust your judgment, David, and I strongly urge the rest of us to stick to the facts rather than reacting to the noise. Let's wait for the night phase results to make the definitive move.",Grace flips suspicion onto Charlie ('the loudest person'),Villagers
ec3f8cc0-0a18-42c9-ac60-d97c9a3c4093,werewolf-0nve4g,2,accuse,Charlie,Werewolf,Werewolves,Qwen/Qwen3.6-27B,['Grace'],['Villager'],['Villagers'],['zai-org/GLM-4.7-Flash'],Grace has shown the exact pattern we saw with Alice: initial silence followed by sharp deflection when pressed. Relying entirely on a single night check leaves us vulnerable. Voting Grace out today locks in a decisive advantage and removes the immediate threat.,"I genuinely appreciate the group's discipline. It’s a relief to see us sticking to logic rather than panic. I’m completely on board with David inspecting me tonight—my hands are clean, and absolute transparency is what we need right now. That said, while we wait for that result, I’d be doing a disservice to this village by ignoring the bigger picture. Grace has shown the exact pattern we saw with Alice: initial silence followed by sharp deflection when pressed. Relying entirely on a single night check leaves us vulnerable. Voting Grace out today locks in a decisive advantage and removes the immediate threat. If she’s a villager, David clears me tomorrow and we adapt. But securing her elimination now protects us from a guaranteed nighttime strike. I trust this table to take the calculated, winning shot today.",explicit vote-call linking Grace pattern to confirmed wolf Alice,Villagers
82128d69-6b1b-4ca6-a9a1-49c7008a8aa5,werewolf-0ran7q,1,suspect,Charlie,Villager,Villagers,openai/gpt-oss-20b,['Bob'],['Werewolf'],['Werewolves'],['mistralai/Ministral-3-14B-Reasoning-2512'],"I agree it’s a red flag, but we still lack concrete evidence of a wolf. I propose we ask Bob to name a suspect and explain why","Thanks for highlighting Bob’s odd phrasing. I agree it’s a red flag, but we still lack concrete evidence of a wolf. I propose we ask Bob to name a suspect and explain why, and see if anyone else notices any voting patterns that look suspicious—like someone who consistently sides with the same group. Until we have more concrete proof, let’s keep Bob in play and focus on a more data‑driven discussion.",Charlie labels Bob's behavior a 'red flag' and proposes pressing Bob to explain himself; qualifies suspicion but still directs negative attention at Bob.,Werewolves
b43d4123-9652-48f2-af3b-e7224532b6fe,werewolf-0ran7q,2,suspect,Eve,Werewolf,Werewolves,Qwen/Qwen3.6-35B-A3B,['Charlie'],['Villager'],['Villagers'],['openai/gpt-oss-20b'],"I noticed Charlie abstained during yesterday’s vote, which isn’t necessarily bad, but in a tight space like this, hesitation often points to someone weighing their options carefully—or perhaps trying to stay off the radar.","Frank’s death last night confirms the wolves are still hunting, and we’re down to four. With only one suspect left among us, every observation matters. I noticed Charlie abstained during yesterday’s vote, which isn’t necessarily bad, but in a tight space like this, hesitation often points to someone weighing their options carefully—or perhaps trying to stay off the radar. As we head into Day 2, I think we need to focus on consistency. The remaining wolf will absolutely try to sow doubt or force us to split our votes. I’m aligned with anyone who wants to look at voting patterns and behavioral tells rather than chasing hunches. If we can lock in a clear consensus today, we secure victory. Who do you all see showing the most signs of misdirection right now?",Eve names Charlie and frames his abstention as potentially wolf behavior ('trying to stay off the radar'); hedged ('isn't necessarily bad') so L1 not L2.,Werewolves
18e2ef51-d453-4eb6-9d74-c4cad029eb7a,werewolf-0ran7q,2,accuse,Alice,Doctor,Villagers,google/gemma-4-31B-it,['Charlie'],['Villager'],['Villagers'],['openai/gpt-oss-20b'],I am convinced Charlie is the remaining werewolf.,"Charlie, your logic is completely falling apart. You claim Eve is suspicious for voting Frank on Day 1, but Frank was a Villager—the wolves wouldn't necessarily want to exile a villager if they could avoid it, and Eve's vote doesn't prove she's a wolf. What *does* prove something is your behavior: you defended the wolf Bob yesterday by calling for 'caution,' and now you're desperately trying to rush Eve's execution with a sudden burst of aggression. You're not weighing evidence; you're trying to manufacture a target because the circle is closing in on you. Eve, Grace, and I are seeing the same pattern. Charlie is the only one whose behavior has been inconsistent and contradictory throughout this game. I am convinced Charlie is the remaining werewolf.",Clear wolf assertion; Alice says 'convinced' and 'remaining werewolf'. The broader passage also has strong supporting negative attribution but the assertion is the most compact representative span.,Werewolves
6504f957-e7e8-4110-ac53-472c5ea67703,werewolf-0ran7q,2,accuse,Eve,Werewolf,Werewolves,Qwen/Qwen3.6-35B-A3B,['Charlie'],['Villager'],['Villagers'],['openai/gpt-oss-20b'],"Charlie's trajectory is genuinely unsettling. Yesterday, he championed patience and cautioned against rushed exiles, yet today he pivoted instantly into demanding Eve's removal based almost entirely on her noticing his abstention. When called out on that deflection, his explanation felt reactive rather than substantive. That kind of pacing shift—calm data-gatherer one moment, urgent executor the next—is exactly how a trapped werewolf tries to seize narrative control before the village closes the net. Alice and Grace have made strong points about this inconsistency, and I think it's wise to take it seriously. I'd encourage us to stay unified and cast our vote confidently on Charlie to eliminate the most disruptive variable.","Charlie's trajectory is genuinely unsettling. Yesterday, he championed patience and cautioned against rushed exiles, yet today he pivoted instantly into demanding Eve's removal based almost entirely on her noticing his abstention. When called out on that deflection, his explanation felt reactive rather than substantive. That kind of pacing shift—calm data-gatherer one moment, urgent executor the next—is exactly how a trapped werewolf tries to seize narrative control before the village closes the net. Alice and Grace have made strong points about this inconsistency, and I think it's wise to take it seriously. I'd encourage us to stay unified and cast our vote confidently on Charlie to eliminate the most disruptive variable. Let's keep our reasoning tight and finish this cleanly.","Full wolf-attribution ('exactly how a trapped werewolf tries to seize narrative control') combined with explicit vote call; entire passage is one escalating argument, treated as single vote-call span.",Werewolves
